05:44:20;332.50
05:44:25;332.50
05:44:30;332.55
05:44:35;332.55
05:44:38;332.55
05:44:43;332.85
05:44:48;332.85
05:44:54;332.90
05:44:59;332.80
05:45:02;332.80
05:45:07;332.95
05:45:12;332.95
05:45:16;332.95
05:45:20;332.90
05:45:24;333.00
05:45:27;333.00
05:45:32;333.10
05:45:36;333.10
05:45:40;333.10
05:45:47;333.05
05:45:50;333.00
05:45:55;333.00
05:46:01;332.95
05:46:06;332.85
05:46:11;332.85
05:46:15;332.90
05:46:20;332.90
05:46:23;332.90
05:46:29;332.90
05:46:34;332.90
05:46:39;332.90
05:46:42;332.85
05:46:47;333.00
05:46:51;333.00
05:46:55;332.90
05:47:00;332.80
05:47:05;332.60
05:47:10;332.60
05:47:15;332.90
05:47:20;332.65
05:47:25;332.65
05:47:30;332.60
05:47:33;332.85
05:47:37;332.60
05:47:42;332.60
05:47:47;332.70
05:47:52;332.60
05:47:57;332.50
05:48:01;332.80
05:48:06;332.80
